ID;Distanza_m;Forza_N;Accelerazione_m/s2;Posizione_x_px;Posizione_y_px;Velocità_x_px/frame;Velocità_y_px/frame;velocità orbitale
0;1711724.28;2.7057812656791808e+20;0.45308;-1.1172019173893386e+35;-5.3191744842962565e+34;-1.1172019173893386e+35;-5.3191744842962565e+34;1.2373666781363954e+35
